year,month,day,hour,P,T,RH,RPH,WD,WV,WV1,WV2
2008,7,14,22,722.4,8.8,73,0,296,7.8,0.438371068,-0.898794085
2008,7,14,23,722.7,9.2,72,0,319,5.7,0.754709518,-0.656059101
2008,7,15,0,723,10.3,65,0,327,5.1,0.838670515,-0.544639117
2008,7,15,1,723.2,12.7,73,0,15,2.6,0.965925827,0.258819041
2008,7,15,2,723.2,13.7,71,0,13,3,0.974370066,0.224951051
2008,7,15,3,723.4,14.9,62,0,27,2.8,0.891006528,0.453990493
2008,7,15,4,723.1,15.9,68,0,13,3.9,0.974370066,0.224951051
2008,7,15,5,723,16.8,59,0,12,4.1,0.978147601,0.207911687
2008,7,15,6,722.8,16.8,62,0,40,3,0.766044451,0.642787601
2008,7,15,7,722.5,18.1,49,0,38,4.9,0.788010761,0.615661466
2008,7,15,8,722.5,18.2,60,0,57,3.7,0.544639049,0.838670559
2008,7,15,9,722.1,17.2,52,0,56,3.6,0.559192917,0.829037563
2008,7,15,10,721.9,16,58,0,62,5.1,0.469471579,0.882947584
2008,7,15,11,721.9,14.2,73,0,66,6,0.406736661,0.91354545
2008,7,15,12,722.1,11.7,90,0,70,5.9,0.342020163,0.939692614
2008,7,15,13,722.2,10.7,99,0,65,4.9,0.422618279,0.906307779
2008,7,15,14,722.5,10.4,99,0,66,5.5,0.406736661,0.91354545
2008,7,15,15,722.5,9.9,99,0,60,4.6,0.500000015,0.866025395
2008,7,15,16,722.5,9.6,98,0,65,4.3,0.422618279,0.906307779
2008,7,15,17,722.3,10.4,74,0,108,5.6,-0.309016964,0.951056526
2008,7,15,18,722,10.6,53,0,110,6.7,-0.342020113,0.939692632
2008,7,15,19,721.5,10.5,45,0,108,7.5,-0.309016964,0.951056526
2008,7,15,20,720.9,10.5,47,0,102,7.8,-0.207911661,0.978147607
2008,7,15,21,720.6,10.3,45,0,92,8.5,-0.034899469,0.999390828
2008,7,15,22,720.3,10.5,41,0,103,8.1,-0.224951024,0.974370072
2008,7,15,23,720.3,10.5,43,0,95,7.9,-0.087155715,0.996194701
2008,7,16,0,720.4,11.5,46,0,85,7.9,0.087155768,0.996194696
2008,7,16,1,720.5,12.4,59,0,69,8.4,0.358367969,0.933580419
2008,7,16,2,720.4,11.7,68,0,76,8.5,0.241921918,0.970295721
2008,7,16,3,720.3,12.9,66,0,52,7.8,0.615661488,0.788010744
2008,7,16,4,720.3,14.2,70,0,57,6.8,0.544639049,0.838670559
2008,7,16,5,720.4,13.7,65,0,109,2.1,-0.325568124,0.945518586
2008,7,16,6,720.1,14.2,67,0,73,2.2,0.292371726,0.95630475
2008,7,16,7,719.8,11.8,85,0,69,4.5,0.358367969,0.933580419
2008,7,16,8,719.4,10.5,95,0,76,6.4,0.241921918,0.970295721
2008,7,16,9,719.1,9.6,94,0,72,5.6,0.309017015,0.95105651
2008,7,16,10,719.1,8.9,99,0,82,4.3,0.139173125,0.990268065
2008,7,16,11,719.3,8.1,99,0,62,7.2,0.469471579,0.882947584
2008,7,16,12,719.9,8.3,99,0,88,5.3,0.034899523,0.999390826
2008,7,16,13,720.1,8.9,99,0,112,5,-0.374606562,0.927183867
2008,7,16,14,720.3,8.5,99,0,81,3.1,0.156434489,0.987688337
2008,7,16,15,720.2,9.5,99,0,129,2.5,-0.629320361,0.777145986
2008,7,16,16,720.2,9.8,99,0,225,4.1,-0.707106829,-0.707106734
2008,7,16,17,719.7,9.6,99,0,227,5,-0.681998409,-0.731353656
2008,7,16,18,719,9.3,99,0,215,7.4,-0.819152081,-0.573576384
2008,7,16,19,718.7,9,99,0,216,9.4,-0.809017032,-0.5877852
2008,7,16,20,718.6,9.3,99,0,222,8.6,-0.74314487,-0.669130557
2008,7,16,21,718.5,9.4,99,0,214,9.9,-0.829037608,-0.559192851
2008,7,16,22,718.8,9.5,99,0,228,7.7,-0.669130657,-0.74314478
2008,7,16,23,718.8,9.4,99,0,226,7.8,-0.694658419,-0.719339754
2008,7,17,0,719.2,9.3,99,0,262,6.7,-0.139173178,-0.990268058
2008,7,17,1,719.9,9.8,99,0,275,4.6,0.087155661,-0.996194705
2008,7,17,2,719.9,9.9,99,0,268,4.8,-0.034899576,-0.999390824
2008,7,17,3,720.2,11,99,0,261,3.3,-0.156434542,-0.987688328
2008,7,17,4,720.4,13.1,96,0,272,4.1,0.034899416,-0.99939083
2008,7,17,5,720.4,14.2,80,0,273,3.6,0.052335875,-0.998629539
2008,7,17,6,720.1,15.5,69,0,266,4.6,-0.069756553,-0.997564045
2008,7,17,7,720.2,15.3,73,0,288,4.1,0.309016913,-0.951056543
2008,7,17,8,720.3,18.3,62,0,266,2.3,-0.069756553,-0.997564045
2008,7,17,9,720.3,16.8,73,0,19,4.9,0.945518577,0.325568149
2008,7,17,10,720.3,16,80,0,21,6.7,0.933580429,0.358367944
2008,7,17,11,720.8,14.8,91,0,55,4.5,0.57357645,0.819152035
2008,7,17,12,721.1,12.4,93,0,31,6.8,0.857167305,0.515038067
2008,7,17,13,721.5,11.8,99,0,21,6.9,0.933580429,0.358367944
2008,7,17,14,721.9,12,99,0,41,5.7,0.754709588,0.65605902
2008,7,17,15,722.4,11.6,99,0,45,7,0.707106791,0.707106772
2008,7,17,16,722.4,10.9,99,0,36,5.8,0.809017001,0.587785244
2008,7,17,17,722.3,10.3,99,0,29,5.4,0.874619711,0.484809613
2008,7,17,18,722.3,11.1,78,0,286,2.9,0.275637274,-0.961261719
2008,7,17,19,722,10.4,92,0,222,5.3,-0.74314487,-0.669130557
2008,7,17,20,721.9,10.6,94,0,222,6.6,-0.74314487,-0.669130557
2008,7,17,21,721.7,11.5,78,0,230,6.1,-0.642787662,-0.766044399
2008,7,17,22,721.9,12,68,0,230,7.5,-0.642787662,-0.766044399
2008,7,17,23,722.1,12.2,70,0,238,5.8,-0.529919324,-0.848048059
2008,7,18,0,722.4,13.2,64,0,265,5.6,-0.087155821,-0.996194691
2008,7,18,1,722.8,16.1,51,0,323,1.5,0.798635452,-0.6018151
2008,7,18,2,723,17.6,54,0,75,1.1,0.258819067,0.965925821
2008,7,18,3,722.9,16.7,78,0,55,5,0.57357645,0.819152035
2008,7,18,4,722.9,17.4,78,0,55,5.7,0.57357645,0.819152035
2008,7,18,5,722.7,18.4,67,0,29,5,0.874619711,0.484809613
2008,7,18,6,722.3,19.1,69,0,34,4.8,0.829037578,0.559192895
2008,7,18,7,722,13.9,88,0,70,6.8,0.342020163,0.939692614
2008,7,18,8,721.8,14.6,91,0,56,5,0.559192917,0.829037563
2008,7,18,9,721.6,14.4,84,0.1,54,3.4,0.587785265,0.809016985
2008,7,18,10,721.7,14.7,73,0,48,2.3,0.669130617,0.743144816
2008,7,18,11,721.4,14.7,69,0,68,0.5,0.374606612,0.927183847
2008,7,18,12,721.7,13.9,75,0,98,1.5,-0.139173072,0.990268073
2008,7,18,13,722.6,14,58,0,201,1.2,-0.933580448,-0.358367894
2008,7,18,14,723.1,11.5,87,0,221,7.3,-0.754709623,-0.656058979
2008,7,18,15,723.4,10.8,95,0.1,219,8.7,-0.777146002,-0.62932034
2008,7,18,16,722.9,9.8,99,0.1,199,6.5,-0.945518595,-0.325568098
2008,7,18,17,722.1,9.5,95,0,217,9.1,-0.798635549,-0.601814972
2008,7,18,18,721.4,10.8,73,0,217,10.9,-0.798635549,-0.601814972
2008,7,18,19,721.1,11,72,0,223,8.6,-0.731353747,-0.681998312
2008,7,18,20,721.2,11.4,69,0,231,6.1,-0.629320444,-0.777145918
2008,7,18,21,721.2,10.6,75,0,202,4.3,-0.927183877,-0.374606538
2008,7,18,22,721.3,10.2,80,0,205,5.8,-0.906307813,-0.422618206
2008,7,18,23,721.4,10.4,87,0,214,5.8,-0.829037608,-0.559192851
2008,7,19,0,721.7,10.9,95,0,221,3.9,-0.754709623,-0.656058979
2008,7,19,1,721.8,11.8,96,0,204,2.7,-0.913545482,-0.406736588
2008,7,19,2,721.9,13.3,93,0,173,0.4,-0.992546145,0.121869395
2008,7,19,3,721.8,15.8,76,0,63,2.3,0.453990516,0.891006516
2008,7,19,4,721.8,16.9,75,0,83,2,0.121869368,0.992546149
2008,7,19,5,721.7,15.9,77,0,71,1.7,0.325568174,0.945518569
2008,7,19,6,721.2,14.6,90,0,54,1.7,0.587785265,0.809016985
2008,7,19,7,721.2,15.8,77,0,234,3,-0.587785309,-0.809016953
2008,7,19,8,720.9,13.2,72,0,78,3.5,0.207911714,0.978147596
2008,7,19,9,720.6,14.9,69,0,97,2.3,-0.121869315,0.992546155
2008,7,19,10,720.2,16.1,63,0,141,2.6,-0.777145935,0.629320424
2008,7,19,11,720.2,14.3,81,0,189,2.2,-0.987688349,-0.156434409
2008,7,19,12,721,12.7,89,0,84,6.7,0.104528488,0.994521893
2008,7,19,13,721.3,11.5,99,0.9,92,7,-0.034899469,0.999390828
2008,7,19,14,721.8,11.3,99,0.3,109,3.6,-0.325568124,0.945518586
2008,7,19,15,721.8,12.1,83,0,203,2,-0.920504877,-0.390731073
2008,7,19,16,721.7,11.7,88,0,212,6.1,-0.84804813,-0.529919211
2008,7,19,17,721.5,11.7,98,0,218,7.6,-0.788010794,-0.615661424
2008,7,19,18,721.3,11.9,99,0,216,8.8,-0.809017032,-0.5877852
2008,7,19,19,720.9,11.9,99,0,207,8,-0.891006552,-0.453990445
2008,7,19,20,720.7,11.8,99,0,216,8.9,-0.809017032,-0.5877852
2008,7,19,21,720.8,11.8,99,0,219,7.9,-0.777146002,-0.62932034
2008,7,19,22,720.7,11.6,99,0,211,7.1,-0.857167333,-0.515038021
2008,7,19,23,720.9,11.3,99,0,206,7,-0.898794073,-0.438371092
2008,7,20,0,721,11.8,99,0,207,7.4,-0.891006552,-0.453990445
2008,7,20,1,721.2,12.3,99,0,201,5.6,-0.933580448,-0.358367894
2008,7,20,2,721.3,14.8,93,0,224,0.8,-0.719339847,-0.694658322
2008,7,20,3,721.2,17.6,79,0,173,0.9,-0.992546145,0.121869395
2008,7,20,4,721.1,14.8,93,0,73,2.9,0.292371726,0.95630475
2008,7,20,5,721.1,15.8,90,0,115,1.6,-0.422618231,0.906307802
2008,7,20,6,720.5,16.9,91,0,60,2.9,0.500000015,0.866025395
2008,7,20,7,720.2,13.6,98,0,74,4.4,0.275637377,0.96126169
2008,7,20,8,719.8,12,99,0.2,47,8.6,0.68199837,0.731353692
2008,7,20,9,720.2,11.1,99,5.2,24,7,0.913545461,0.406736637
2008,7,20,10,719.8,12.3,91,2.1,108,5.7,-0.309016964,0.951056526
2008,7,20,11,719.8,12.6,73,0,184,5,-0.997564054,-0.069756419
2008,7,20,12,720.1,13.2,87,0,188,3.3,-0.990268077,-0.139173046
2008,7,20,13,720.1,15,54,0,174,2.5,-0.99452189,0.104528515
2008,7,20,14,720.3,13.1,84,0,208,1.4,-0.882947622,-0.469471508
2008,7,20,15,720,12.7,93,0,120,0.9,-0.499999969,0.866025422
2008,7,20,16,720.4,11.8,99,0,102,2.6,-0.207911661,0.978147607
2008,7,20,17,720.2,11.8,99,0.9,63,3.7,0.453990516,0.891006516
2008,7,20,18,719.9,10.3,99,5.7,196,7,-0.961261712,-0.2756373
2008,7,20,19,719.7,10.4,99,1,194,3.8,-0.97029574,-0.24192184
2008,7,20,20,719.4,10.5,99,0.1,197,5.3,-0.956304773,-0.292371649
2008,7,20,21,719.6,10.8,99,0,242,3.7,-0.469471626,-0.882947559
2008,7,20,22,719.5,10.4,99,0,257,5.1,-0.224951129,-0.974370048
2008,7,20,23,719.6,10.4,99,0.3,292,1.3,0.374606513,-0.927183887
2008,7,21,0,719.8,10.8,99,0.7,27,2,0.891006528,0.453990493
2008,7,21,1,720.1,11.1,99,0.2,333,0.6,0.891006479,-0.453990588
2008,7,21,2,720.3,10.9,99,0.1,255,1.8,-0.258819118,-0.965925807
2008,7,21,3,720.4,11.1,99,1.3,17,2,0.956304757,0.2923717
2008,7,21,4,720.4,11.2,99,2.7,41,3.7,0.754709588,0.65605902
2008,7,21,5,720.2,10.6,99,2.7,35,5.8,0.81915205,0.573576428
2008,7,21,6,720.2,11.8,99,0.4,350,2.5,0.984807735,-0.17364828
2008,7,21,7,720,12,97,0,80,1.3,0.173648201,0.984807749
2008,7,21,8,719.8,12.6,94,0,55,2.5,0.57357645,0.819152035
2008,7,21,9,719.9,12.4,93,0,104,0.9,-0.241921866,0.970295734
2008,7,21,10,719.9,11.6,98,0,62,1.6,0.469471579,0.882947584
2008,7,21,11,720.1,11.4,99,0,53,1.9,0.601815036,0.798635501
2008,7,21,12,720.3,11.4,94,0,256,0.7,-0.24192197,-0.970295708
2008,7,21,13,720.5,10.5,96,0,316,1.1,0.719339735,-0.694658438
2008,7,21,14,720.8,9.9,99,0,321,1.2,0.777145901,-0.629320465
2008,7,21,15,720.7,9.6,99,0,23,2.9,0.920504856,0.390731122
2008,7,21,16,720.4,9.3,97,0,359,3.4,0.999847693,-0.017452513
2008,7,21,17,720.1,9.9,99,0,344,3.8,0.961261668,-0.275637454
2008,7,21,18,719.8,9.8,99,0,23,4.2,0.920504856,0.390731122
2008,7,21,19,719.5,9.5,93,0,24,2.5,0.913545461,0.406736637
2008,7,21,20,719.6,10.1,99,0,3,3.5,0.998629535,0.052335955
2008,7,21,21,719.5,9.2,99,0,31,5.1,0.857167305,0.515038067
2008,7,21,22,719.6,9.1,99,0,37,5,0.798635517,0.601815014
2008,7,21,23,719.8,10.3,99,0,24,4.2,0.913545461,0.406736637
2008,7,22,0,720,11.7,96,0,22,4.3,0.927183857,0.374606587
2008,7,22,1,720,13.7,88,0,11,3.1,0.981627184,0.190808992
2008,7,22,2,720.1,14.7,84,0,14,3.2,0.970295727,0.241921892
2008,7,22,3,720.1,14.8,87,0,11,4.2,0.981627184,0.190808992
2008,7,22,4,720,13.9,89,0,39,5.6,0.777145969,0.629320382
2008,7,22,5,720.1,15.4,88,0,44,4.6,0.719339809,0.694658361
2008,7,22,6,720.1,16.2,78,0,44,4.7,0.719339809,0.694658361
2008,7,22,7,720.1,16.4,80,0,53,5.2,0.601815036,0.798635501
2008,7,22,8,720,15.9,80,0,60,5.2,0.500000015,0.866025395
2008,7,22,9,720,15,83,0,62,6.2,0.469471579,0.882947584
2008,7,22,10,720,14.3,82,0,58,6.3,0.529919279,0.848048087
2008,7,22,11,720,12.7,88,0,61,7,0.484809636,0.874619698
2008,7,22,12,720.2,11,99,0,58,6.9,0.529919279,0.848048087
2008,7,22,13,720.4,10.3,99,0,59,6,0.51503809,0.857167292
2008,7,22,14,720.8,9.9,99,0,67,5.1,0.390731147,0.920504846
2008,7,22,15,720.8,9.5,99,0,70,4.6,0.342020163,0.939692614
2008,7,22,16,720.8,9.3,99,0,66,3.9,0.406736661,0.91354545
2008,7,22,17,720.7,10.1,90,0,113,4.5,-0.390731098,0.920504867
2008,7,22,18,720.7,10.5,83,0,181,1.3,-0.999847696,-0.017452353
2008,7,22,19,720.6,9.9,79,0,148,3.7,-0.848048073,0.529919302
2008,7,22,20,720.3,9.9,68,0,124,6.3,-0.559192873,0.829037593
2008,7,22,21,720.2,10,60,0,123,7.9,-0.544639004,0.838670588
2008,7,22,22,720.5,10.4,59,0,115,7,-0.422618231,0.906307802
2008,7,22,23,720.4,10.9,67,0,116,7.2,-0.438371116,0.898794061
2008,7,23,0,720.9,12,61,0,104,4.6,-0.241921866,0.970295734
2008,7,23,1,721.1,13.5,57,0,84,3.1,0.104528488,0.994521893
2008,7,23,2,721.2,15,72,0,57,3.7,0.544639049,0.838670559
2008,7,23,3,721.4,16.6,72,0,39,3.2,0.777145969,0.629320382
2008,7,23,4,721.1,17.1,67,0,61,3.6,0.484809636,0.874619698
2008,7,23,5,721.2,17.9,63,0,40,3.3,0.766044451,0.642787601
2008,7,23,6,720.9,17.8,61,0,71,2.6,0.325568174,0.945518569
2008,7,23,7,720.7,18.2,52,0,56,3.4,0.559192917,0.829037563
2008,7,23,8,720.5,18.1,61,0,65,3.8,0.422618279,0.906307779
2008,7,23,9,720.7,16.6,65,0,64,3.6,0.438371164,0.898794038
2008,7,23,10,720.3,15.3,71,0,67,4.3,0.390731147,0.920504846
2008,7,23,11,720.1,13.3,81,0,70,4.9,0.342020163,0.939692614
2008,7,23,12,720.4,11.2,89,0,69,4.8,0.358367969,0.933580419
2008,7,23,13,720.7,10.9,66,0,76,5.1,0.241921918,0.970295721
2008,7,23,14,721,11.2,50,0,98,3.3,-0.139173072,0.990268073
2008,7,23,15,721.2,12.4,29,0,104,5.4,-0.241921866,0.970295734
2008,7,23,16,721.4,13,25,0,116,6.3,-0.438371116,0.898794061
2008,7,23,17,721.3,13.2,22,0,127,7.3,-0.601814993,0.798635533
2008,7,23,18,721.1,12.4,25,0,146,4.5,-0.829037548,0.55919294
2008,7,23,19,720.8,11.9,25,0,188,2.9,-0.990268077,-0.139173046
2008,7,23,20,720.3,11.1,25,0,188,4.5,-0.990268077,-0.139173046
2008,7,23,21,720.5,10.6,33,0,205,3,-0.906307813,-0.422618206
2008,7,23,22,720.2,9.3,73,0,192,5,-0.978147613,-0.207911635
2008,7,23,23,720.1,10.1,80,0,211,5.2,-0.857167333,-0.515038021
2008,7,24,0,720.6,11.9,74,0,187,2.6,-0.992546158,-0.121869288
2008,7,24,1,721,14.2,74,0,50,1.2,0.642787621,0.766044434
2008,7,24,2,721.2,14.5,79,0,223,1.2,-0.731353747,-0.681998312
2008,7,24,3,721.3,15.4,80,0,170,1,-0.984807744,0.173648228
2008,7,24,4,721.2,17.3,71,0,48,2.8,0.669130617,0.743144816
2008,7,24,5,721.3,18.4,70,0,50,1.7,0.642787621,0.766044434
2008,7,24,6,721.1,18.6,64,0,65,3.4,0.422618279,0.906307779
2008,7,24,7,721,18.8,54,0,74,3.5,0.275637377,0.96126169
2008,7,24,8,720.8,17.9,59,0,61,2.9,0.484809636,0.874619698
2008,7,24,9,720.7,16.8,73,0,67,3,0.390731147,0.920504846
2008,7,24,10,720.6,15.6,83,0,71,2.6,0.325568174,0.945518569
2008,7,24,11,720.6,14,91,0,87,2.2,0.052335982,0.998629533
2008,7,24,12,720.8,12.8,92,0,136,3.3,-0.719339772,0.6946584
2008,7,24,13,721.1,12.3,91,0,187,3.4,-0.992546158,-0.121869288
2008,7,24,14,721.3,11.8,99,0,196,2.3,-0.961261712,-0.2756373
2008,7,24,15,721.3,11.4,99,0,201,3,-0.933580448,-0.358367894
2008,7,24,16,721.2,11.3,95,0,207,5.3,-0.891006552,-0.453990445
2008,7,24,17,720.8,10.9,99,0,218,7.9,-0.788010794,-0.615661424
2008,7,24,18,720.5,11.1,99,0,218,7.7,-0.788010794,-0.615661424
2008,7,24,19,720.4,11.2,99,0,222,7.9,-0.74314487,-0.669130557
2008,7,24,20,720.3,11.4,99,0,226,9.6,-0.694658419,-0.719339754
2008,7,24,21,719.9,11.1,99,0,220,10.6,-0.766044485,-0.64278756
2008,7,24,22,719.9,11,99,0,221,10.6,-0.754709623,-0.656058979
2008,7,24,23,720,11.2,99,0,219,11.1,-0.777146002,-0.62932034
2008,7,25,0,720.2,11.3,99,0,223,8.7,-0.731353747,-0.681998312
2008,7,25,1,720.4,11.3,99,0,218,8.8,-0.788010794,-0.615661424
2008,7,25,2,721,11.6,99,0,222,7.1,-0.74314487,-0.669130557
2008,7,25,3,721,12.6,99,0,222,6.5,-0.74314487,-0.669130557
2008,7,25,4,720.9,12.8,97,0,225,8.8,-0.707106829,-0.707106734
2008,7,25,5,720.9,12.8,99,0,229,5.2,-0.65605908,-0.754709535
2008,7,25,6,721,14,93,0,218,3.5,-0.788010794,-0.615661424
2008,7,25,7,721.1,16.1,86,0,239,2.6,-0.515038136,-0.857167264
2008,7,25,8,720.8,16.9,81,0,195,1.6,-0.965925841,-0.258818989
2008,7,25,9,720.6,17.2,82,0,163,1.9,-0.956304742,0.292371751
2008,7,25,10,720.6,15.7,86,0,140,2.8,-0.766044416,0.642787642
2008,7,25,11,720.6,15.7,90,0,125,1.5,-0.573576406,0.819152066
2008,7,25,12,720.4,13.4,98,0,142,6.9,-0.788010728,0.615661509
2008,7,25,13,720.7,13,98,0,148,7.4,-0.848048073,0.529919302
2008,7,25,14,721.2,12.9,96,0,160,6.1,-0.939692604,0.342020188
2008,7,25,15,721.2,12.4,98,0,187,5.6,-0.992546158,-0.121869288
2008,7,25,16,721.4,12.6,98,0,195,3.8,-0.965925841,-0.258818989
2008,7,25,17,721.1,12.5,98,0,200,5.9,-0.939692641,-0.342020087
2008,7,25,18,720.7,12.1,99,0,219,8.7,-0.777146002,-0.62932034
2008,7,25,19,720.4,11.9,99,0,216,8.8,-0.809017032,-0.5877852
2008,7,25,20,720.6,11.7,99,0,219,7.7,-0.777146002,-0.62932034
2008,7,25,21,720.6,11.7,99,0,219,8.5,-0.777146002,-0.62932034
2008,7,25,22,720.9,11.7,99,0,214,8.3,-0.829037608,-0.559192851
2008,7,25,23,721,11.7,99,0,219,8.2,-0.777146002,-0.62932034
2008,7,26,0,721.3,11.8,99,0,218,9.2,-0.788010794,-0.615661424
2008,7,26,1,721.7,12.3,99,0,215,7.4,-0.819152081,-0.573576384
2008,7,26,2,722,12.9,99,0,230,6.1,-0.642787662,-0.766044399
2008,7,26,3,722.3,13.7,97,0,220,3.9,-0.766044485,-0.64278756
2008,7,26,4,722.4,13.4,95,0,228,6,-0.669130657,-0.74314478
2008,7,26,5,722.4,14.1,94,0,216,4.3,-0.809017032,-0.5877852
2008,7,26,6,722.3,16.1,86,0,218,4.2,-0.788010794,-0.615661424
2008,7,26,7,722.2,16.7,84,0,215,3.7,-0.819152081,-0.573576384
2008,7,26,8,722.2,17.4,83,0,235,2.8,-0.573576494,-0.819152004
2008,7,26,9,721.9,17.2,78,0,224,3.8,-0.719339847,-0.694658322
2008,7,26,10,721.7,16.2,83,0,222,3.5,-0.74314487,-0.669130557
2008,7,26,11,722.1,16.3,85,0,267,1.6,-0.052336036,-0.998629531
2008,7,26,12,722.2,14.3,91,0,173,3.2,-0.992546145,0.121869395
2008,7,26,13,722.4,13.1,94,0,179,3,-0.999847694,0.01745246
2008,7,26,14,722.9,13,96,0,196,3.9,-0.961261712,-0.2756373
2008,7,26,15,723.2,12.6,98,0,200,3.9,-0.939692641,-0.342020087
2008,7,26,16,723,12.7,96,0,187,2.7,-0.992546158,-0.121869288
2008,7,26,17,722.8,12.5,95,0,165,2.5,-0.965925814,0.258819093
2008,7,26,18,722.4,12.4,99,0,211,6.2,-0.857167333,-0.515038021
2008,7,26,19,722,11.8,96,0,217,6.4,-0.798635549,-0.601814972
2008,7,26,20,722,12,99,0,218,7.1,-0.788010794,-0.615661424
2008,7,26,21,721.9,11.8,99,0,217,7.2,-0.798635549,-0.601814972
2008,7,26,22,722.1,11.7,99,0,222,8.3,-0.74314487,-0.669130557
2008,7,26,23,722.1,11.5,99,0,227,8.6,-0.681998409,-0.731353656
2008,7,27,0,722.5,11.8,99,0,224,9.5,-0.719339847,-0.694658322
2008,7,27,1,722.5,11.6,99,0,223,8.7,-0.731353747,-0.681998312
2008,7,27,2,722.6,12,99,0,223,8.9,-0.731353747,-0.681998312
2008,7,27,3,722.9,12.6,99,0,221,7.3,-0.754709623,-0.656058979
2008,7,27,4,723,13.2,99,0,223,6.6,-0.731353747,-0.681998312
2008,7,27,5,723,14.3,94,0,226,4.3,-0.694658419,-0.719339754
2008,7,27,6,722.8,15.8,87,0,218,3.7,-0.788010794,-0.615661424
2008,7,27,7,722.8,17.5,80,0,220,3.6,-0.766044485,-0.64278756
2008,7,27,8,722.5,17.4,82,0,229,3.3,-0.65605908,-0.754709535
2008,7,27,9,722.3,18.3,74,0,210,3.1,-0.866025435,-0.499999946
2008,7,27,10,722.1,17.8,76,0,220,3.4,-0.766044485,-0.64278756
2008,7,27,11,722,17.2,83,0,178,0.9,-0.999390825,0.03489955
2008,7,27,12,722.1,14.7,92,0,172,2,-0.990268062,0.139173152
2008,7,27,13,722.8,13.5,97,0,132,4.5,-0.669130577,0.743144852
2008,7,27,14,722.9,13.5,89,0,178,4.8,-0.999390825,0.03489955
2008,7,27,15,723.1,13.1,92,0,189,4,-0.987688349,-0.156434409
2008,7,27,16,723.2,12.8,99,0,204,4.1,-0.913545482,-0.406736588
2008,7,27,17,722.6,12.7,99,0,217,5.5,-0.798635549,-0.601814972
2008,7,27,18,722.4,12.6,99,0,221,6.9,-0.754709623,-0.656058979
2008,7,27,19,721.8,12.2,99,0,219,9,-0.777146002,-0.62932034
2008,7,27,20,721.8,12,99,0,221,9.8,-0.754709623,-0.656058979
2008,7,27,21,721.7,11.8,99,0,223,8.6,-0.731353747,-0.681998312
2008,7,27,22,721.7,11.5,98,0,213,9.1,-0.838670602,-0.544638982
2008,7,27,23,722.1,11.6,99,0,216,9.1,-0.809017032,-0.5877852
2008,7,28,0,722.6,11.7,99,0,214,8.7,-0.829037608,-0.559192851
2008,7,28,1,723.2,11.9,99,0,218,6.1,-0.788010794,-0.615661424
2008,7,28,2,723.8,12.2,99,0,232,4,-0.61566153,-0.788010711
2008,7,28,3,724.1,13.7,99,0,234,2.6,-0.587785309,-0.809016953
2008,7,28,4,724.1,16.6,86,0,232,1.9,-0.61566153,-0.788010711
2008,7,28,5,724,16.5,80,0,252,1.1,-0.309017066,-0.951056493
2008,7,28,6,723.9,16.4,84,0,50,0.4,0.642787621,0.766044434
2008,7,28,7,723.5,18.5,74,0,52,2.8,0.615661488,0.788010744
2008,7,28,8,723.5,19.7,72,0,21,5.1,0.933580429,0.358367944
2008,7,28,9,723.2,18.1,82,0,52,3.8,0.615661488,0.788010744
2008,7,28,10,723.1,17.4,83,0,47,4.5,0.68199837,0.731353692
2008,7,28,11,723,13.7,98,0,12,10.9,0.978147601,0.207911687
2008,7,28,12,723.6,12.8,99,0,6,9.6,0.994521896,0.104528461
2008,7,28,13,724,12,99,0,24,11.9,0.913545461,0.406736637
2008,7,28,14,724.6,11.8,99,0,20,13.4,0.939692623,0.342020138
2008,7,28,15,724.7,11.9,99,0,26,10,0.89879405,0.43837114
2008,7,28,16,724.8,11.8,99,0,35,8.2,0.81915205,0.573576428
2008,7,28,17,724.5,11.5,99,0,38,7.2,0.788010761,0.615661466
2008,7,28,18,724.2,11.4,99,0.6,50,5.3,0.642787621,0.766044434
2008,7,28,19,724.1,11.9,99,0.6,62,4.2,0.469471579,0.882947584
2008,7,28,20,723.6,11.3,99,0.3,127,2.7,-0.601814993,0.798635533
2008,7,28,21,723.5,12.5,90,0.1,204,3.8,-0.913545482,-0.406736588
2008,7,28,22,723.7,12.1,96,0,185,1.5,-0.996194703,-0.087155688
2008,7,28,23,724,11.8,99,0,32,2.3,0.848048101,0.529919256
2008,7,29,0,724.2,12.4,99,0,57,2.4,0.544639049,0.838670559
2008,7,29,1,724.4,12.4,99,0,48,3.5,0.669130617,0.743144816
2008,7,29,2,724.3,12.9,99,0.1,57,2.6,0.544639049,0.838670559
2008,7,29,3,724.3,13.5,99,0,66,2.3,0.406736661,0.91354545
2008,7,29,4,724,13.7,98,0,59,2.1,0.51503809,0.857167292
2008,7,29,5,723.9,14.9,96,0,71,2.6,0.325568174,0.945518569
2008,7,29,6,723.5,16.1,90,0,68,3.8,0.374606612,0.927183847
2008,7,29,7,723.2,16.3,89,0,61,4.5,0.484809636,0.874619698
2008,7,29,8,722.9,17.4,84,0,63,4.3,0.453990516,0.891006516
2008,7,29,9,722.5,17.1,82,0,62,4.2,0.469471579,0.882947584
2008,7,29,10,722.3,15.9,87,0,77,3.8,0.224951077,0.97437006
2008,7,29,11,722.4,14.8,95,0,67,4.2,0.390731147,0.920504846
2008,7,29,12,722.3,13.5,99,0,73,5.9,0.292371726,0.95630475
2008,7,29,13,722.6,13.4,99,0,68,8.7,0.374606612,0.927183847
2008,7,29,14,723.2,13.1,99,0,62,8.4,0.469471579,0.882947584
